COILNU,PRODUCE_DATE,CUST,SLAB_QUALITY,ENDUSE,HNSPDI,WNSPDI,QUASTR,OPCCO,TEM_DIS,TEM_TDIS,UNI_DIS,UNI_TDIS,COMQUA,SLABTH,SLABWI,SLABWE,SLFUTI,RECODE,PASSNR,RMEXTG,HBA,DLBA,NSETU2,INDFAM,TUDES,TAVDES,TUFAMF,FPTF,FTGM,PLAMF1,PLAMF2,PLAMF3,PLAMF4,PLAMF5,PLAMF6,PLAMF7,TEMTAR,PSRCMS1,PSRCMS2,PSRCMS3,PSRCMS4,PSRCMS5,PSRCMS6,PSRCMS7,LRSSPY1,LRSSPY2,LRSSPY3,LRSSPY4,LRSSPY5,LRSSPY6,LRSSPY7,LRFSPY1,LRFSPY2,LRFSPY3,LRFSPY4,LRFSPY5,LRFSPY6,LRFSPY7,LSP_Head,LSP_Body,LSP_Tail,Des_Set,Des_Act,Entry_Head,Entry_Body,Entry_Tail,LFATU,LCAMPRSRT,LAGFMT,LAGCLT,LCBXON,DM1TGM,XVPTF1,XVPTF8,PSDRFT1,PSDRFT2,PSDRFT3,PSDRFT4,PSDRFT5,PSDRFT6,PSDRFT7,RIDAMF1,RIDAMF2,RIDAMF3,RIDAMF4,RIDAMF5,RIDAMF6,RIDAMF7,CONDITION,DateOutFur,LSB_Range,ENB_Range,BAR_Range,FurTime_R,TemDis_R,UNIDIS_R,ENTRY_R,EXIT_R,DRAFT_R,FT_AvgHead,FT_AvgBody,FT_AvgTail,CT_AvgHead,CT_AvgBody,CT_AvgTail,ENTSTD,CORPSR_M1,CORPSR_M2,CORPSR_M3,CORPSR_M4,CORPSR_M5,CORPSR_M6,CORPSR_M7,CD1,CD2,CD3,CD4,CD5,INSPECTOR1,INSPECTOR2,INSPECTOR3,INSPECTOR4,INSPECTOR5,FTH_Group,FTB_Group,FTT_Group,CTH_Group,CTB_Group,CTT_Group,TDIS_UTOL,TDIS_LTOL,LP_UTOL,LP_LTOL,ENT_UTOL,ENT_LTOL,FT_UTOL,FT_LTOL,CT_UTOL,CT_LTOL,RMCUR_UTOL,DELTA_T_H,DELTA_T_B,DELTA_T_T,DELTA_T_UTOL,DELTA_T_LTOL,FT_HEAD,FT_BODY,FT_TAIL,CT_HEAD,CT_BODY,CT_TAIL,SLPRNU,WCONENT1,WCONENT2,DESCALE_FM1,DESCALE_FM2,BARStd,CBTHSP,CBRUSP,DESCH1_MIN,DESCH1_MAX,DESCH2_MIN,DESCH2_MAX,DESCH_TOL,COOLING_STARTEGY,INTER_S,INTER_A,FLG_SPEED,DescaleCondition,HTWOFR,Off_SPEC,WRVERF,WRVERR,SPREFM,SPRFIN,LARGDE,TNVTRP1,TNVTRP2,TNVTRP3,TNVTRP4,TNVTRP5,TNVTRP6,TNVTRP7,DURPTF,DURAMF,TICSME,RMWAMF,BARWID_F,PSDRFT,PESPAD,AIM_WID,DateInFur,PESOCO,DateWei,PESBRA,TUSBHM,TUSBTM,FCENUM,HYPOWT,TAIL_HIT,WaterStain,HighTemp,Product,Thickness_Interval,Width_Interval,NPI_WaterStain,NPI_HighTemp,Unclear,NPI_Unclear,HDFBTH,HDFBTB,HDFBTT,HDFBBH,HDFBBB,HDFBBT,BlackBand,NPI_BlackBand
1258110391,20250806,AAT,CN076T38T,ADO,3.60,1115,CNT086,31,1281,1270,24,30,A48,225,1170,15566,3.21,5,5,32,31.52,53888,1,3,860,490,868,8235,7989,2970,3318,4264,3428,3689,2861,0,1100,1.80,1.90,2.50,2.60,2.70,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1131,1138,1144,4,4,1048,1019,995,F,F,T,T,BYPASS CB,474,0.69,5.50,41.77,47.34,38.99,37.87,29.99,,,0.39,0.37,0.38,0.27,0.21,0.15,0.00,T3W2FT2POST2P5I3F,06/08/2025 11:24,1121 - 1140,1001 - 1020,31-32,3.21-3.40,1281-1290,22-24,0.61-0.70,5.01-6.00,89-90,5,-8,-5,0,2,8,1020,8590,10496,10196,12711,14966,,,401,101,115,714,,S,,,,,861 - 880,841 - 860,841 - 860,.LE. 540,.LE. 540,.LE. 540,1290,1250,1120,1080,1040,1000,890,830,520,460,16000,375,360,357,400,340,490,492,498,490,491,498,YE25515080,F,F,T,T,32,2.5,2.5,160,182,160,184,160,8,1,1,F,_2345__,4,0,-7.51,-6.51,0.10,0.36,1126,1,1,1,1,1,1,1,0.85,0.85,1061,1140.71,1142.67,29.99,1122.39,10,06/08/2025 08:11,15.3,06/08/2025 11:58,15580,1135,1138,2,1,F,0,0,PO/POx,3.01 - 4.00,1101 - 1200,0,0,0,0,13,12,13,38,36,38,0,0
1258110401,20250806,AAT,CN076T38T,ADO,3.60,1115,CNT086,31,1280,1270,22,30,A48,225,1175,15756,3.23,5,5,32,31.52,54329,1,3,860,490,863,8132,7868,2843,3190,4120,3391,3674,3006,0,1100,1.80,1.90,2.50,2.60,2.70,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1126,1146,1139,4,4,1050,1005,971,F,F,T,T,BYPASS CB,482,0.69,5.50,41.77,47.34,38.99,37.87,29.99,,,0.39,0.37,0.38,0.28,0.21,0.16,0.00,T3W2FT2POST2P5I3F,06/08/2025 11:30,.GT. 1140,1001 - 1020,31-32,3.21-3.40,1271-1280,22-24,0.61-0.70,5.01-6.00,89-90,3,-10,-10,12,7,20,1020,8611,10548,10240,12767,15048,,,252,714,,,,,,,,,861 - 880,841 - 860,841 - 860,.LE. 540,.LE. 540,.LE. 540,1290,1250,1120,1080,1040,1000,890,830,520,460,16000,360,353,340,400,340,502,497,510,502,497,510,YE25326020,F,F,T,T,32,2.5,2.5,160,182,160,184,160,8,1,1,F,_2345__,4,0,-7.81,-6.76,0.39,-1.64,1129,1,1,1,1,1,1,1,0.84,0.85,1067,1143.46,1146.11,29.99,1124.65,10,06/08/2025 08:16,15.355,06/08/2025 11:54,15660,1147,1155,2,1,F,0,0,PO/POx,3.01 - 4.00,1101 - 1200,0,0,0,0,12,12,15,35,36,37,0,0
1258110411,20250806,ISUZU,CS1010PO,ADO,3.20,930,CS1010,31,1281,1290,20,30,JSH440W-P,225,960,15184,3.24,5,5,38,37.26,55013,1,3,860,510,849,7963,7494,2908,2834,3648,3782,3985,3579,0,1100,1.60,1.80,1.90,2.30,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1125,1139,1138,4,4,1055,1003,987,F,T,T,T,BYPASS CB,499,0.60,6.41,40.49,45.89,37.79,36.71,29.07,,,0.42,0.37,0.38,0.32,0.28,0.23,0.00,T3W1FT2POST2P5ISF,06/08/2025 11:35,1121 - 1140,1001 - 1020,37-38,3.21-3.40,1281-1290,19-21,0.51-0.60,6.01-7.00,91-92,-11,-18,-9,9,4,32,1000,7705,9602,9066,10601,11687,,,124,132,714,,,S,,,,,841 - 860,841 - 860,841 - 860,.LE. 540,.LE. 540,541 - 560,1310,1270,1120,1080,1020,980,890,830,540,480,16000,330,328,309,380,320,519,514,542,519,514,541,YE25480130,F,F,T,T,38,2.5,2.5,160,182,160,184,160,3,4,4,F,_2345__,1.5,0,-2.73,-3.42,-3.90,-2.31,953.5,1,1,1,1,1.5,1,1,0.73,0.74,1067,969.95,966.38,29.07,954.52,22,06/08/2025 08:21,15.065,06/08/2025 12:01,15345,1138,1131,2,0,T,0,0,PO/POx,3.01 - 4.00,Width < 1000,0,0,0,0,12,12,15,29,29,39,0,0
1258110421,20250806,AAT,CN076T38,ADO,2.40,913,CNT086,31,1282,1270,20,30,A48,225,960,15325,3.20,5,5,34,33.39,61531,1,3,860,520,843,8732,8674,2609,3389,4906,4813,4328,3284,0,1100,1.60,1.80,1.90,2.30,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1124,1132,1129,4,4,1030,1018,1033,F,T,T,T,USED CB,509,0.55,7.00,41.34,46.86,38.59,37.49,29.68,,,0.42,0.42,0.46,0.35,0.27,0.19,0.00,T2W1FT2POST2P5I3T,06/08/2025 11:40,1121 - 1140,1001 - 1020,33-34,3.01-3.20,1281-1290,19-21,0.51-0.60,6.01-7.00,93-94,-17,-2,10,-4,14,24,1020,7192,8763,8385,9878,11166,,,101,135,252,212,211,,L,,L,L,841 - 860,841 - 860,861 - 880,.LE. 540,.LE. 540,541 - 560,1290,1250,1120,1080,1040,1000,890,830,550,490,16000,327,324,326,370,310,516,534,544,516,533,543,YE25597070,F,F,T,T,34,2.5,2.5,160,182,160,184,160,8,1,1,F,_2345__,2,0,-5.43,-4.25,-0.41,2.29,922,1,1,1,1,1.5,1,1,0.85,0.85,1043,934.54,931.44,29.68,918.14,10,06/08/2025 08:28,15.105,06/08/2025 12:03,15390,1136,1147,2,1,T,0,0,PO/POx,2.01 - 3.00,Width < 1000,0,0,0,0,7,7,10,27,27,31,0,0
1258120011,20250806,TPP,CG134,PDX,3.15,1185,CG124,12,1281,1265,21,30,SS400,230,1270,22158,3.28,7,7,38,37.86,58926,1,3,840,540,860,8991,10027,4835,5827,7360,7251,6793,5109,0,1070,1.50,1.80,1.90,2.30,2.50,2.60,2.70,0,0,0,0,0,0,0,0,0,0,0,0,,,1110,1102,1102,0,0,1042,1031,1029,F,T,T,T,USED CB,514,0.75,8.32,30.36,34.40,28.33,27.52,26.31,26.31,21.79,0.45,0.39,0.37,0.32,0.27,0.21,0.00,T3W2FT1OTST2P7I3T,06/08/2025 11:54,1101 - 1120,1021 - 1040,37-38,3.21-3.40,1281-1290,19-21,0.71-0.80,8.01-9.00,91-92,23,12,18,7,-5,18,1000,6829,7957,7104,7567,8155,10037,10392,714,,,,,,,,,,861 - 880,841 - 860,841 - 860,541 - 560,.LE. 540,541 - 560,1285,1245,1090,1050,1020,980,870,810,570,510,16000,316,316,300,330,270,547,536,558,546,535,558,CB25032080,F,F,T,T,38,2.5,4.5,120,126,120,129,120,8,10,10,F,_______,0,0,-6.73,-4.94,-2.87,-0.75,1193,1.00999999,1,1,1,1.5,1,1,0.75,0.76,1039,1212.33,1213.44,21.79,1198.70,8,06/08/2025 08:37,21.865,06/08/2025 12:13,22240,1094,1093,2,0,F,0,0,Other,3.01 - 4.00,1101 - 1200,0,0,0,0,14,14,15,34,34,36,0,0
1258120021,20250806,TPP,CG134,PDX,3.15,1185,CG124,12,1284,1265,19,30,SS400,230,1255,22023,3.23,7,7,38,37.81,59005,1,3,840,540,853,8752,9747,4563,5319,6831,6607,6973,4889,0,1070,1.50,1.80,1.90,2.30,2.50,2.60,2.70,0,0,0,0,0,0,0,0,0,0,0,0,,,1110,1107,1114,0,0,1049,1033,1032,F,F,T,T,USED CB,543,0.73,8.02,30.36,34.40,28.33,27.52,26.31,26.31,21.79,0.44,0.39,0.37,0.31,0.28,0.20,0.00,T3W2FT1OTST2P7I3T,06/08/2025 12:00,1101 - 1120,1021 - 1040,37-38,3.21-3.40,1281-1290,19-21,0.71-0.80,8.01-9.00,91-92,14,-1,11,10,14,-5,1000,6772,7888,7046,7535,8111,9960,10358,714,,,,,,,,,,841 - 860,821 - 840,841 - 860,541 - 560,541 - 560,.LE. 540,1285,1245,1090,1050,1020,980,870,810,570,510,16000,304,284,316,330,270,550,554,535,550,554,534,CB25031010,F,F,T,T,38,2.5,4.5,120,126,120,130,120,8,10,10,F,_______,0,0,-6.48,-5.43,-2.07,-0.42,1193,1.00999999,1,1,1,1.5,1,1,0.73,0.76,1050,1211.44,1211.89,21.79,1197.28,8,06/08/2025 08:47,21.665,06/08/2025 12:18,22025,1099,1110,2,0,F,0,0,Other,3.01 - 4.00,1101 - 1200,0,0,0,0,13,13,16,35,35,37,0,0
1258120031,20250806,TPP,CG134,PDX,3.15,1185,CG124,12,1283,1265,19,30,SS400,230,1265,21853,3.20,7,7,38,37.76,59081,1,3,840,540,847,9554,10119,4722,5396,6077,6326,6748,5569,0,1070,1.50,1.80,1.90,2.30,2.50,2.60,2.70,0,0,0,0,0,0,0,0,0,0,0,0,,,1112,1106,1107,0,0,1046,1032,1031,F,F,T,T,USED CB,546,0.71,7.72,30.36,34.40,28.33,27.52,26.31,26.31,21.79,0.46,0.39,0.35,0.30,0.28,0.22,0.00,T3W2FT1OTST2P7I3T,06/08/2025 12:07,1101 - 1120,1021 - 1040,37-38,3.01-3.20,1281-1290,19-21,0.71-0.80,7.01-8.00,91-92,7,4,6,14,9,-3,1000,6783,7901,7057,7542,8120,9977,10363,119,714,,,,,,,,,841 - 860,841 - 860,841 - 860,541 - 560,541 - 560,.LE. 540,1285,1245,1090,1050,1020,980,870,810,570,510,16000,293,295,309,330,270,554,549,537,554,549,537,CB25032100,F,F,T,T,38,2.5,4.5,120,126,120,129,120,8,10,10,F,_______,0,0,-6.10,-5.51,-1.56,-0.76,1193,1.00999999,1,1,1,1.5,1,1,0.74,0.76,1051,1210.89,1210.56,21.79,1196.63,8,06/08/2025 08:55,21.245,06/08/2025 13:05,21580,1105,1110,2,0,F,0,0,Other,3.01 - 4.00,1101 - 1200,0,0,0,0,11,11,12,36,36,36,0,0
1258120041,20250806,TPP,CG134,PDX,3.15,1185,CG124,12,1282,1265,13,30,SS400,230,1265,19783,3.24,7,7,38,38.01,52581,1,3,840,540,849,9646,9676,5206,5316,6106,6319,6901,5114,0,1070,1.50,1.80,1.90,2.30,2.50,2.60,2.70,0,0,0,0,0,0,0,0,0,0,0,0,,,1131,1102,1093,0,0,1045,1032,1036,F,F,T,T,USED CB,549,0.74,8.06,30.36,34.40,28.33,27.52,26.31,26.31,21.79,0.47,0.40,0.36,0.30,0.27,0.21,0.00,T3W2FT1OTST2P7I3T,06/08/2025 12:13,1101 - 1120,1021 - 1040,37-38,3.21-3.40,1281-1290,13-15,0.71-0.80,8.01-9.00,91-92,10,8,22,3,-5,9,1000,6794,7912,7062,7550,8119,9949,10358,119,714,,,,,,,,,841 - 860,841 - 860,861 - 880,541 - 560,.LE. 540,541 - 560,1285,1245,1090,1050,1020,980,870,810,570,510,16000,307,313,313,330,270,543,535,549,542,534,549,CB25030030,F,F,T,T,38,2.5,4.5,120,126,120,130,120,8,10,10,F,_______,1,0,-6.00,-5.37,-1.46,-1.76,1194,1.00999999,1,1,1,1.5,1,1,0.75,0.73,1034,1211.78,1212.22,21.79,1197.72,8,06/08/2025 08:58,19.465,06/08/2025 12:49,19790,1102,1088,2,0,F,0,0,Other,3.01 - 4.00,1101 - 1200,0,0,0,0,13,13,14,35,35,35,0,0
1258120091,20250806,SUGA,CG164,SDX,8.00,1270,CG154,0,1281,1240,24,30,SS400,230,1275,22468,3.14,5,5,40,39.52,57038,1,3,810,580,854,7245,6662,3666,2902,3621,2801,3263,2804,0,1060,1.50,1.50,1.50,1.50,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1111,1098,1103,0,0,1056,1043,1046,F,T,T,T,USED CB,0,0.87,4.10,41.15,46.63,38.40,37.31,29.54,,,0.33,0.26,0.27,0.20,0.18,0.14,0.00,T4W3FT1OTST2P5I3T,06/08/2025 12:45,1081 - 1100,1041 - 1060,39-40,3.01-3.20,1281-1290,22-24,0.81-0.90,4.01-5.00,.LE. 80,52,39,30,15,11,21,990,8839,10955,10214,11787,13489,,,313,101,718,,,,,,,,861 - 880,841 - 860,841 - 860,581 - 600,581 - 600,601 - 620,1260,1220,1080,1040,1010,970,840,780,610,550,16000,268,257,240,260,200,595,591,601,594,591,600,CZ25018020,F,F,T,T,40,2.5,4.5,155,182,155,184,155,1,10,10,F,_______,1,0,-0.21,-1.04,-4.64,-5.85,1281,0.5,0.5,0.5,0.5,0.5,0.5,1,0.74,0.70,1041,1302.49,1297.00,29.54,1288.86,10,06/08/2025 09:37,22.085,06/08/2025 13:11,22430,1095,1108,2,0,F,0,0,CutSheet,6.01 - 8.00,1201 - 1300,0,0,0,0,17,17,17,34,34,34,0,0
1258120101,20250806,TMTS,CG144,SDX,5.00,1524,CG145,0,1284,1260,27,30,SS400,230,1570,22379,3.17,5,5,32,31.08,58456,1,3,840,550,851,9143,8905,3755,4183,6139,4994,5939,4481,0,1100,1.50,1.50,1.50,1.50,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1114,1099,1083,0,0,1027,1036,1038,F,T,T,F,USED CB,589,1.01,6.09,43.82,49.66,40.90,39.73,26.92,,,0.31,0.30,0.32,0.24,0.23,0.17,0.00,T4W4FT1OTST2P5I3T,06/08/2025 12:53,1081 - 1100,1021 - 1040,31-32,3.01-3.20,1281-1290,25-27,1.01-1.10,6.01-7.00,85-86,13,9,6,-35,5,33,1000,11278,13994,13261,15924,16348,,,616,,,,,N,,,,,841 - 860,841 - 860,841 - 860,.LE. 540,541 - 560,581 - 600,1280,1240,1120,1080,1020,980,870,810,580,520,16000,338,294,263,320,260,515,555,583,515,554,583,IL25315010,F,F,T,F,32,2.5,4.010000229,184,184,120,120,120,8,10,10,F,_______,0,0,-5.43,-3.16,-8.90,-12.91,1534,1.25,1.25,1.25,1.25,1.25,1.25,1,0.71,0.70,1019,1563.22,1570.22,26.92,1552.13,10,06/08/2025 09:43,21.91,06/08/2025 13:14,22250,1095,1089,2,1,F,0,0,CutSheet,4.01 - 6.00,Width > 1500,0,0,0,0,18,18,16,41,41,38,0,0
1258120111,20250806,TMTS,CG144,SDX,5.00,1524,CG145,0,1288,1260,25,30,SS400,230,1570,22534,3.17,5,5,32,30.77,59046,1,3,840,550,854,8957,8750,3732,4088,5714,4462,5511,4281,0,1100,1.50,1.80,1.90,2.30,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1149,1130,1121,0,0,1065,1050,1062,F,F,T,T,USED CB,517,0.98,5.85,42.85,48.56,39.99,38.85,30.76,,,0.32,0.31,0.32,0.23,0.22,0.16,0.00,T4W4FT1OTST2P5I3T,06/08/2025 13:01,1121 - 1140,1041 - 1060,31-32,3.01-3.20,1281-1290,25-27,0.91-1.00,5.01-6.00,85-86,17,4,8,-29,22,23,1000,10901,13786,13017,15568,17752,,,101,,,,,,,,,,841 - 860,841 - 860,841 - 860,.LE. 540,561 - 580,561 - 580,1280,1240,1120,1080,1020,980,870,810,580,520,16000,336,272,275,320,260,521,572,573,521,571,573,IL25340050,F,F,T,F,32,2.5,4.010000229,120,184,120,120,120,8,10,10,F,_______,1.5,0,-6.24,-4.51,-12.03,-13.54,1533.5,1.25,1.25,1.25,1.25,1.25,1.25,1,0.72,0.70,1048,1566.11,1570.89,30.76,1551.59,10,06/08/2025 09:51,22.105,06/08/2025 13:26,22345,1124,1116,2,1,F,0,0,CutSheet,4.01 - 6.00,Width > 1500,0,0,0,0,17,17,15,40,40,37,0,0
1258120121,20250806,TMTS,CG144,SDX,5.00,1524,CG145,0,1291,1260,20,30,SS400,230,1570,22379,3.16,5,5,32,30.78,59028,1,3,840,550,852,9016,8618,3561,4019,5681,4535,5517,4360,0,1100,1.50,1.80,1.90,2.30,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1136,1126,1111,0,0,1056,1053,1052,F,F,T,T,USED CB,522,0.98,5.90,42.85,48.56,39.99,38.85,30.76,,,0.32,0.30,0.32,0.23,0.22,0.16,0.00,T4W4FT1OTST2P5I3T,06/08/2025 13:09,1121 - 1140,1041 - 1060,31-32,3.01-3.20,1291-1300,19-21,0.91-1.00,5.01-6.00,85-86,15,8,4,-1,2,23,1000,10822,13708,12945,15488,17619,,,,,,,,,,,,,841 - 860,841 - 860,841 - 860,541 - 560,541 - 560,561 - 580,1280,1240,1120,1080,1020,980,870,810,580,520,16000,307,296,270,320,260,549,552,573,548,551,573,IL25315060,F,F,T,F,32,2.5,4.010000229,120,184,120,120,120,8,10,10,F,_______,1,0,-6.45,-5.55,-12.60,-13.68,1535,1.25,1.25,1.25,1.25,1.25,1.25,1,0.72,0.70,1046,1568.11,1570.00,30.76,1552.05,10,06/08/2025 09:59,22.05,06/08/2025 13:36,22360,1130,1117,2,1,F,0,0,CutSheet,4.01 - 6.00,Width > 1500,0,0,0,0,15,15,15,38,38,43,0,0
1258120131,20250806,TMTS,CG144,SDX,5.00,1524,CG145,0,1294,1260,20,30,SS400,230,1570,22450,3.17,5,5,32,30.72,59146,15,3,840,550,871,11099,8727,5246,3667,5850,4465,5304,4449,0,1100,1.50,1.60,1.80,1.90,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1134,1121,1113,0,0,924,1043,1051,T,F,F,F,USED CB,547,1.01,6.18,42.85,48.56,39.99,38.85,30.76,,,0.36,0.28,0.31,0.23,0.22,0.17,0.00,T4W4FT1OTST2P5I3T,06/08/2025 13:17,1121 - 1140,1041 - 1060,31-32,3.01-3.20,1291-1300,19-21,1.01-1.10,6.01-7.00,85-86,32,21,9,70,58,34,1000,10736,13442,12785,15139,17767,,,616,615,232,211,211,N,N,N,H,L,861 - 880,861 - 880,841 - 860,601 - 620,601 - 620,581 - 600,1280,1240,1120,1080,1020,980,870,810,580,520,16000,252,253,264,320,260,620,608,584,620,608,584,IL25340040,F,F,F,T,32,2.5,4.010000229,0,0,0,0,155,8,7,6,F,_______,1,0,-7.22,-5.93,-12.91,-15.24,1533,1.25,1.25,1.25,1.25,1.25,1.25,1,0.73,0.70,882,1566.22,1569.78,30.76,1549.70,10,06/08/2025 10:07,21.945,06/08/2025 13:41,22380,1123,1109,2,1,F,0,0,CutSheet,4.01 - 6.00,Width > 1500,0,0,0,0,14,14,14,38,38,38,0,0
1258120141,20250806,TMTS,CG144,SDX,5.00,1524,CG145,0,1295,1260,19,30,S275J0 NOC,230,1560,22475,4.50,5,5,32,31.32,58019,1,3,840,540,829,9876,9612,3942,4326,5648,5021,5245,4629,0,1100,1.50,1.60,1.80,1.90,2.50,,,0,0,0,0,0,,,0,0,0,0,0,,,1145,1137,1128,0,0,1055,1008,980,F,F,T,F,BYPASS CB,614,0.93,5.51,42.85,48.56,39.99,38.85,30.76,,,0.33,0.30,0.30,0.24,0.22,0.17,0.00,T4W4FT1OTST2P5I3F,06/08/2025 14:45,1121 - 1140,1001 - 1020,31-32,.GT. 4.40,1291-1300,19-21,0.91-1.00,5.01-6.00,85-86,-10,-25,-6,-42,-3,28,1000,10711,13458,12787,15142,17757,,,616,,,,,N,,,,,821 - 840,801 - 820,821 - 840,.LE. 540,.LE. 540,561 - 580,1280,1240,1120,1080,1020,980,870,810,570,510,16000,332,277,265,330,270,498,537,568,497,537,568,IL25304010,T,T,T,T,32,2.5,4.010000229,120,182,120,185,120,8,10,10,F,_______,0,0,-5.05,-5.17,-14.47,-9.14,1534,1.25,1.25,1.25,1.25,1.25,1.25,1,0.71,0.76,1068,1572.89,1568.22,30.76,1552.61,10,06/08/2025 10:15,22.18,06/08/2025 15:08,22635,1150,20,2,0,F,0,0,CutSheet,4.01 - 6.00,Width > 1500,0,0,0,0,17,17,15,40,40,35,0,0
1258120571,20250806,TKS,CG124,SDX,2.95,1170,CG124,12,1281,1279,18,22,SS400,250,1260,21633,3.55,7,7,38,37.55,59926,1,3,850,540,829,9853,9133,5198,4950,5161,5580,5977,4604,0,1070,1.50,1.60,1.80,1.90,2.10,2.30,2.50,0,0,0,0,0,0,0,0,0,0,0,0,,,1111,1099,1091,0,0,1053,1030,1040,F,T,T,T,USED CB,563,0.69,8.00,31.15,37.82,33.37,31.15,28.92,28.92,23.96,0.51,0.40,0.36,0.30,0.27,0.20,0.00,T3W2FT2OTST3P7I3T,06/08/2025 21:51,1081 - 1100,1021 - 1040,37-38,3.41-3.60,1281-1290,16-18,0.61-0.70,7.01-8.00,93-94,-17,-3,5,-13,20,18,1000,6778,8239,7839,8020,8418,9826,10075,108,,,,,,,,,,821 - 840,841 - 860,841 - 860,.LE. 540,561 - 580,541 - 560,1299,1259,1090,1050,1020,980,880,820,570,510,16000,306,287,297,340,280,527,560,558,526,560,557,EU25422160,F,F,T,T,38,2.5,4.5,120,182,120,185,120,8,8,7,F,_______,0,0,-6.03,-4.75,-1.84,-2.52,1180,1,1,1,1,1.5,1,1,0.75,0.70,1039,1198.11,1199.67,23.96,1184.08,10,06/08/2025 18:18,21.065,06/08/2025 22:21,21575,1098,1092,2,0,F,0,0,CutSheet,2.01 - 3.00,1101 - 1200,0,0,0,0,11,11,11,31,31,30,0,0
1258120581,20250806,TMTS,CG124,PDX,4.07,1165,CG124,12,1282,1279,14,22,SS400,250,1250,21523,3.61,7,7,38,37.64,59772,1,3,840,540,858,8149,7653,4248,4127,4714,4806,5691,3804,0,1070,1.50,1.60,1.80,1.90,2.10,2.30,2.50,0,0,0,0,0,0,0,0,0,0,0,0,,,1114,1102,1090,0,0,1049,1035,1048,F,T,T,T,USED CB,527,0.82,7.03,31.15,37.82,33.37,31.15,28.92,28.92,23.96,0.41,0.35,0.34,0.28,0.26,0.18,0.00,T3W2FT1OTST3P7I3T,06/08/2025 22:00,1101 - 1120,1021 - 1040,37-38,3.61-3.80,1281-1290,13-15,0.81-0.90,7.01-8.00,89-90,19,3,2,12,8,24,1000,6748,8200,7803,8005,8395,9791,10052,111,313,,,,,,,,,841 - 860,841 - 860,841 - 860,541 - 560,541 - 560,561 - 580,1299,1259,1090,1050,1020,980,870,810,570,510,16000,306,295,278,330,270,552,548,564,552,547,564,EU25431020,F,F,T,T,38,2.5,4.5,120,126,120,130,120,3,10,10,F,_______,1,0,-6.22,-4.91,-3.76,-3.97,1176,1,1,1,1,1,1,1,0.73,0.70,1025,1195.67,1197.89,23.96,1181.60,10,06/08/2025 18:23,21.195,06/08/2025 22:20,21590,1102,1091,2,0,F,0,0,Other,4.01 - 6.00,1101 - 1200,0,0,0,0,16,16,15,39,39,38,0,0
1258120591,20250806,TMTS,CG124,PDX,4.07,1165,CG124,12,1283,1279,14,22,SS400,250,1255,21671,3.67,7,7,38,37.54,59929,1,3,840,540,849,8427,7816,4363,4082,4790,4891,5435,3826,0,1070,1.50,1.60,1.80,1.90,2.10,2.30,2.50,0,0,0,0,0,0,0,0,0,0,0,0,,,1115,1102,1092,0,0,1055,1027,1037,F,F,T,T,USED CB,558,0.81,6.91,31.15,37.82,33.37,31.15,28.92,28.92,23.96,0.42,0.35,0.34,0.28,0.26,0.18,0.00,T3W2FT1OTST3P7I3T,06/08/2025 22:09,1101 - 1120,1021 - 1040,37-38,3.61-3.80,1281-1290,13-15,0.81-0.90,6.01-7.00,89-90,9,-4,4,9,14,16,1000,6737,8186,7790,7996,8385,9772,10047,313,,,,,,,,,,841 - 860,821 - 840,841 - 860,541 - 560,541 - 560,541 - 560,1299,1259,1090,1050,1020,980,870,810,570,510,16000,300,282,288,330,270,549,554,556,549,553,555,EU25430080,F,F,T,T,38,2.5,4.5,120,126,120,129,120,8,10,10,F,_______,0,0,-6.62,-5.38,-4.25,-4.11,1175,1,1,1,1,1,1,1,0.72,0.70,1040,1196.33,1198.44,23.96,1181.34,10,06/08/2025 18:28,21.245,06/08/2025 22:29,21660,1100,1093,2,0,F,0,0,Other,4.01 - 6.00,1101 - 1200,0,0,0,0,14,15,16,38,38,38,0,0
